	securityName	securityClass	putCall	cusipSedol	isin	manualIdentifier	ticker	formType	name	lei	currencyCode	payoffProfile	issuerClass	fairValueLevel	couponKind	countryCode	units	fileDate	effectiveDate	superceded	principal	shares	percent	value	sharesChange	percentChange	prevShares	prevValue	percentValueChange	percentOwnershipChange	sharePrice	costBasis	profit	performance	sharesMultiplier	valueMultiplier	allocation	prevAllocation	allocationPercentChange	allocationChange	current	unrealized	realized	pageDataId	lineNbr	default	option	formTypeShort	formattedFileDate	valueChange	bestIdentifier	restricted	safeAllocationChange	latestUnrealized	slug	url	ownershipPercent	ownershipPercentChange	sharesPercentChange	valuePercentChange	symbol
48	MICRON TECHNOLOGY INC	PUT	Put	595112953				13F-HR	Simplex Trading, Llc									2025-02-11	2024-12-31	False		2310200.0		194426	-572200.0	-19.851512628365253	2882400.0	298.0	-34.9		0.0938	-53.67236	-49.90164000000001	-16.74551677852349		0.001	0.10884486058625184	0.17544611817841066	-37.9610892983293	-0.06660125759215882		-2255.072					put	13F	02-11	-104000	595112953		-0.06660125759215882	224004.5	simplex-trading-llc	https://fintel.io/i/simplex-trading-llc	0.2067160757339446	-19.851512628365253	-19.851512628365253	-34.9	MU
49	Micron Technology, Inc.	EC		595112103	US5951121038			NPORT-P	EQ ADVISORS TRUST - EQ/Goldman Sachs Moderate Growth Allocation Class IB	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-27	2024-12-31	False		5331.0		448656	-288.0	-5.125467164975975	5619.0	582.0	-23.02		45.215	241.0412			1.0	0.001	0.056974060257	0.072015231933	-20.886097666107197	-0.015041171676		207.6158					False	NP	02-27	-134000	US5951121038		-0.015041171676	275.7459	eq-advisors-trust-eq-goldman-sachs-moderate-growth-allocation-class-ib	https://fintel.io/i/eq-advisors-trust-eq-goldman-sachs-moderate-growth-allocation-class-ib	0.0004770164486787546	-5.125467164975975	-5.125467164975975	-23.02	MU
50	MICRON TECHNOLOGY INC	COM	Call	595112103				13F-HR	Wolverine Asset Management Llc									2025-02-03	2024-12-31	False		55700.0		4687712	55700.0		0.0	0.0			101.7502	5667.488				0.001	0.04688242389300338			0.04688242389300338		-979.7759					call	13F	02-03	4687000	595112103		0.04688242389300338	-267.93	wolverine-asset-management-llc	https://fintel.io/i/wolverine-asset-management-llc	0.004984021045095973				MU
51	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Allspring Global Investments Holdings, LLC									2025-01-29	2024-12-31	False		723479.0		63181421	58690.0	8.828365090276764	664789.0	68945.0	-8.36		90.75707	65660.83				0.001	0.10127308876432987	0.10675980776759145	-5.139311430014723	-0.00548671900326158		-4772.84					False	13F	01-29	-5764000	595112103		-0.00548671900326158	4473.224	allspring-global-investments-holdings-llc	https://fintel.io/i/allspring-global-investments-holdings-llc	0.06473670667298007	8.828365090276764	8.828365090276764	-8.36	MU
52	MICRON TECH	EC		595112103	US5951121038			NPORT-P	VFMF - VANGUARD WELLINGTON FUND - Vanguard U.S. Multifactor ETF ETF Shares	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2024-10-28	2024-08-31	False		13964.0		1343895	597.0	4.46622278746166	13367.0	987.0	36.07		89.4792	1249.488			1.0	0.001	0.473589177492	0.661471882249	-28.403732614937464	-0.187882704757		94.40782					False	NP	10-28	356000	US5951121038		-0.187882704757	104.1822	vanguard-wellington-fund-vanguard-u-s-multifactor-etf-etf-shares	https://fintel.io/i/vanguard-wellington-fund-vanguard-u-s-multifactor-etf-etf-shares	0.001249494970802875	4.46622278746166	4.46622278746166	36.07	MU
53	MICRON TECHNOLOGY INC	CL		595112103				13F-HR	General Partner, Inc.									2025-01-03	2024-12-31	False		202.0		17000	0.0	0.0	202.0	20.0	-15.0		90.51131	18.28328				0.001	0.010239704125074444	0.013013986298618784	-21.317697052122938	-0.00277428217354434		-1.282965					False	13F	01-03	-3000	595112103		-0.00277428217354434	1.2986	general-partner-inc	https://fintel.io/i/general-partner-inc	1.807490576498001e-05	0.0	0.0	-15.0	MU
54	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Foundations Investment Advisors, LLC									2025-01-22	2024-12-31	False		6423.0		540590	-165.0	-2.504553734061931	6588.0	683.0	-20.94		77.60157	498.4349				0.001	0.010431775295536325	0.0143568568767481	-27.339421259876943	-0.003925081581211775		42.12477					False	13F	01-22	-143000	595112103		-0.003925081581211775	124.2107	foundations-investment-advisors	https://fintel.io/i/foundations-investment-advisors	0.0005747283154874584	-2.504553734061931	-2.504553734061931	-20.94	MU
55	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Harbor Advisors LLC									2025-02-11	2024-12-31	False		48500.0		4081760	0.0	0.0	48500.0	5029.0	-18.85		43.07683	2089.226				0.001	0.6412605829201289	0.8417814106818099	-23.821009256936073	-0.200520827761681		1992.534					False	13F	02-11	-948000	595112103		-0.200520827761681	2612.364	harbor-advisors	https://fintel.io/i/harbor-advisors	0.004339766978225398	0.0	0.0	-18.85	MU
56	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Capital Research Global Investors									2025-02-13	2024-12-31	False		16281620.0		1370280248	9489579.0	139.71616190184955	6792041.0	704450.0	94.52		85.27045	1388341.0				0.001	0.28173217020817004	0.14641195858756154	92.42428892150936	0.1353202116206085		-18079.98					False	13F	02-13	665830000	595112103		0.1353202116206085	189999.2	capital-research-global-investors	https://fintel.io/i/capital-research-global-investors	1.456874986144623	139.71616190184955	139.71616190184955	94.52	MU
57	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Interchange Capital Partners, LLC									2025-02-11	2024-12-31	False		3963.0		332893	-32.0	-0.8010012515644556	3995.0	414.0	-19.81		126.0168	499.4047				0.001	0.12004768369740966	0.14567575206604597	-17.592542345013698	-0.02562806836863631		-165.8786					False	13F	02-11	-82000	595112103		-0.02562806836863631	-115.2315	interchange-capital-partners-llc	https://fintel.io/i/interchange-capital-partners-llc	0.0003546081759733454	-0.8010012515644556	-0.8010012515644556	-19.81	MU
58	Micron Technology Inc	EC		595112103	US5951121038			NPORT-P	SCHV - SCHWAB STRATEGIC TRUST - Schwab U.S. Large-Cap Value ETF	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-01-24	2024-11-30	False		547061.0		53584624	-8097.0	-1.458503705251478	555158.0	53428.0	0.29		55.95735	30612.08			1.0	0.001	0.430840632554	0.456858957679	-5.695045415587771	-0.026018325125		22972.54					False	NP	01-24	156000	US5951121038		-0.026018325125	22420.01	schwab-strategic-trust-schwab-u-s-large-cap-value-etf	https://fintel.io/i/schwab-strategic-trust-schwab-u-s-large-cap-value-etf	0.0489508713994838	-1.458503705251478	-1.458503705251478	0.29	MU
59	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	M & L Capital Management Ltd									2025-02-10	2024-12-31	False		151800.0		12775488	151800.0						101.7502	15445.69				0.001	3.111606059893018			3.111606059893018		-2670.197					False	13F	02-10	12775000	595112103		3.111606059893018	-730.198	m-l-capital-management-ltd-7871	https://fintel.io/i/m-l-capital-management-ltd-7871	0.01358302324318795				MU
60	Micron Technology, Inc.	EC		595112103	US5951121038		MU	NPORT-P	JNL SERIES TRUST - JNL/Mellon Nasdaq 100 Index Fund (I)	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-28	2024-12-31	False		588280.0		49509644	-713.0	-0.12105407025210826	588993.0	61084.0	-18.95		52.15965	30684.48			1.0	0.001	0.5925957468	0.7503127144	-21.020164602451253	-0.1577169676		18825.16					False	NP	02-28	-11575000	US5951121038		-0.1577169676	26343.38	jnl-series-trust-jnl-mellon-nasdaq-100-index-fund-i	https://fintel.io/i/jnl-series-trust-jnl-mellon-nasdaq-100-index-fund-i	0.05263913645258633	-0.12105407025210826	-0.12105407025210826	-18.95	MU
61	Micron Technology Inc Com	COM		595112103				13F-HR	First Community Trust Na									2025-01-14	2024-12-31	False		1000.0		84160	0.0	0.0	1000.0	103.0	-18.45		77.97292	77.97292				0.001	0.060122606253544014	0.08474894483641252	-29.057988427352967	-0.024626338582868505		6.187077					False	13F	01-14	-19000	595112103		-0.024626338582868505	18.96708	first-community-trust-na	https://fintel.io/i/first-community-trust-na	8.947973150980202e-05	0.0	0.0	-18.45	MU
62	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Heritage Wealth Management, Inc.									2025-02-05	2024-12-31	False		3330.0		280253	0.0	0.0	3330.0	345.0	-18.84		126.0168	419.636				0.001	0.0931693538786608	0.11322779593312172	-17.715121882535364	-0.02005844205446092		-139.3832					False	13F	02-05	-65000	595112103		-0.02005844205446092	-96.8258	heritage-wealth-management-inc7746	https://fintel.io/i/heritage-wealth-management-inc7746	0.0002979675059276407	0.0	0.0	-18.84	MU
63	COMMON STOCK	EC		595112103	US5951121038			NPORT-P	PUTNAM FUNDS TRUST - Putnam Dynamic Asset Allocation Equity Fund Class A									2025-01-28	2024-11-30	False		0.0		0	-39.0	-100.0	39.0	3.0	-100.0			-3.0	0.0		1.0	0.001		0.01897857597	-100.0	-0.01897857597							False	NP	01-28	-3000	US5951121038		-0.01897857597		putnam-funds-trust-putnam-dynamic-asset-allocation-equity-fund-class-a	https://fintel.io/i/putnam-funds-trust-putnam-dynamic-asset-allocation-equity-fund-class-a	0.0	-100.0	-100.0	-100.0	MU
64	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Oppenheimer Asset Management Inc.									2025-02-05	2024-12-31	False		9407.0		791693	-2330.0	-19.85175087330664	11737.0	1217.0	-35.0		58.46667	549.996				0.001	0.002195361546625514	0.014654043974190845	-85.01873236840252	-0.01245868242756533		241.6971					False	13F	02-05	-426000	595112103		-0.01245868242756533	361.9186	oppenheimer-asset-management	https://fintel.io/i/oppenheimer-asset-management	0.0008417358343127076	-19.85175087330664	-19.85175087330664	-35.0	MU
65	MICRON TECHNOLOGY INC	Call	Call	595112903				13F-HR	Sumitomo Mitsui Financial Group, Inc.									2025-02-13	2024-12-31	False		700.0		0	700.0		0.0	0.0			101.7502	71.22516				0.001	0.0			0.0		-12.31316					call	13F	02-13	0	595112903		0.0	-3.36716	sumitomo-mitsui-financial-group	https://fintel.io/i/sumitomo-mitsui-financial-group	6.263581205686142e-05				MU
66	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Consolidated Investment Group LLC									2025-01-21	2024-12-31	False		146284.0		12312	0.0	0.0	146284.0	15.0	-20.0		32.43515	4744.743				0.001	1.7256337625459546	2.2530697351146807	-23.40966035575813	-0.5274359725687261		7566.518					False	13F	01-21	-3000	595112103		-0.5274359725687261	9436.028	consolidated-investment-group-llc	https://fintel.io/i/consolidated-investment-group-llc	0.01308945304417988	0.0	0.0	-20.0	MU
67	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	SageView Advisory Group, LLC									2025-02-13	2024-12-31	False		4309.0		362641	1232.0	40.038999025024374	3077.0	319.0	13.48		119.0787	513.1101				0.001	0.015608595550498301	0.01619361024091857	-3.6126267195318458	-0.000585014690420269		-150.4646					False	13F	02-13	43000	595112103		-0.000585014690420269	-95.39564	sageview-advisory-group-llc	https://fintel.io/i/sageview-advisory-group-llc	0.0003855681630757369	40.038999025024374	40.038999025024374	13.48	MU
68	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Daiwa Securities Group Inc.									2025-02-07	2024-12-31	False		251371.0		21160	20520.0	8.888850384013931	230851.0	23.0	-8.7		0.0919	1.885788	-3.725788	-16.19907826086956		0.001	0.0944915110809159	0.11058876960212617	-14.555961314267833	-0.01609725852121027		6381.732					False	13F	02-07	-2000	595112103		-0.01609725852121027	24366.02	daiwa-securities	https://fintel.io/i/daiwa-securities	0.02249260958935044	8.888850384013931	8.888850384013931	-8.7	MU
69	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	First Trust Advisors Lp									2025-02-13	2024-12-31	False		1653517.0		139159988	-293723.0	-15.084067706086563	1947240.0	201948.0	-31.09		44.00099	72756.38				0.001	0.12266881385810258	0.19239266272230943	-36.240388732933646	-0.06972384886420685		66403.61					False	13F	02-13	-62789000	595112103		-0.06972384886420685	87535.56	first-trust-advisors-lp	https://fintel.io/i/first-trust-advisors-lp	0.1479562572068933	-15.084067706086563	-15.084067706086563	-31.09	MU
70	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Axiom Advisory, LLC									2024-10-07	2024-09-30	False		4992.0		522067	78.0	1.5873015873015872	4914.0	619.0	-15.67		125.6819	627.404				0.001	0.004878410853332923	0.006747804654103423	-27.703733237649352	-0.0018693938007705		-109.6837					False	13F	10-07	-97000	595112103		-0.0018693938007705	-143.4795	axiom-advisory-llc	https://fintel.io/i/axiom-advisory-llc	0.0004466828196969317	1.5873015873015872	1.5873015873015872	-15.67	MU
71	Micron Technology, Inc.	EC		595112103	US5951121038			NPORT-P	EQ ADVISORS TRUST - EQ/ClearBridge Select Equity Managed Volatility Portfolio Class IB	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-27	2024-12-31	False		6044.0		508663	-336.0	-5.266457680250784	6380.0	661.0	-23.15		58.10762	351.2024			1.0	0.001	0.074603073867	0.096017570873	-22.30268565565401	-0.021414497006		157.4606					False	NP	02-27	-153000	US5951121038		-0.021414497006	234.703	eq-advisors-trust-eq-clearbridge-select-equity-managed-volatility-portfolio-class-ib	https://fintel.io/i/eq-advisors-trust-eq-clearbridge-select-equity-managed-volatility-portfolio-class-ib	0.0005408154972452434	-5.266457680250784	-5.266457680250784	-23.15	MU
72	Micron Technology Inc	Com		595112103				13F-HR	CoreFirst Bank & Trust									2025-02-11	2024-12-31	False		168.0		14139	0.0	0.0	168.0	17.0	-17.65		104.5811	17.56962				0.001	0.00840409084680146	0.006283280234211887	33.7532392880068	0.002120810612589573		-3.430744					False	13F	02-11	-3000	595112103		0.002120810612589573	-1.2837	corefirst-bank-trust	https://fintel.io/i/corefirst-bank-trust	1.503259489364674e-05	0.0	0.0	-17.65	MU
73	Micron Technology, Inc.	EC		595112103	US5951121038			NPORT-P	SPIAX - Aim Counselor Series Trust (invesco Counselor Series Trust) - Invesco S&p 500 Index Fund Class A	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-01-29	2024-11-30	False		76173.0		7461145	-67.0	-0.0878803777544596	76240.0	7337.0	1.69		53.28496	4058.876			1.0	0.001	0.206551153948	0.219966841735	-6.098959134560037	-0.013415687787		3402.27					False	NP	01-29	124000	US5951121038		-0.013415687787	3325.335	aim-counselor-series-trust-invesco-counselor-series-trust-invesco-s-p-500-index-fund-class-a	https://fintel.io/i/aim-counselor-series-trust-invesco-counselor-series-trust-invesco-s-p-500-index-fund-class-a	0.00681593958829615	-0.0878803777544596	-0.0878803777544596	1.69	MU
74	Micron Technology Inc	EC		595112103	US5951121038		MU	NPORT-P	GATAX - Gabelli Asset Fund - The Gabelli Asset Fund Class A	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-03-03	2024-12-31	False		725.0		61016	-400.0	-35.55555555555556	1125.0	116.0	-47.41		74.18828	53.7865			1.0	0.001	0.003912489084	0.006925446939	-43.505608829847674	-0.003012957855		7.229496					False	NP	03-03	-55000	US5951121038		-0.003012957855	16.495	gabelli-asset-fund	https://fintel.io/i/gabelli-asset-fund	6.487280534460647e-05	-35.55555555555556	-35.55555555555556	-47.41	MU
75	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Mindset Wealth Management, Llc									2025-02-11	2024-12-31	False		3017.0		253931	51.0	1.7194875252865813	2966.0	307.0	-17.59		104.5332	315.3768				0.001	0.09281536125352273	0.12710796772941457	-26.97911632801289	-0.03429260647589184		-61.46607					False	13F	02-11	-54000	595112103		-0.03429260647589184	-22.90882	mindset-wealth-management-llc7748	https://fintel.io/i/mindset-wealth-management-llc7748	0.0002699603499650727	1.7194875252865813	1.7194875252865813	-17.59	MU
76	MICRON TECHNOLOGY INC	COM	Call	595112103				13F-HR	Concentric Capital Strategies, LP									2025-02-14	2024-12-31	False		0.0		0	-514200.0	-100.0	514200.0	53327.0	-100.0			-53327.0	0.0			0.001		2.196057306615273	-100.0	-2.196057306615273							call	13F	02-14	-53327000	595112103		-2.196057306615273		concentric-capital-strategies-lp	https://fintel.io/i/concentric-capital-strategies-lp	0.0	-100.0	-100.0	-100.0	MU
77	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	OMERS ADMINISTRATION Corp									2025-02-14	2024-12-31	False		46375.0		3902920	7983.0	20.79339445717858	38392.0	3981.0	-1.98		121.8396	5650.31				0.001	0.034132551718176626	0.03665214988689685	-6.874353009292314	-0.002519598168720224		-1747.39					False	13F	02-14	-79000	595112103		-0.002519598168720224	-1154.718	omers-administration	https://fintel.io/i/omers-administration	0.004149622548767069	20.79339445717858	20.79339445717858	-1.98	MU
78	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Quantitative Investment Management, LLC									2025-02-14	2024-12-31	False		0.0		0	-14511.0	-100.0	14511.0	1.0	-100.0			-1.0	0.0			0.001		0.14817952974674503	-100.0	-0.14817952974674503							False	13F	02-14	-1000	595112103		-0.14817952974674503		quantitative-investment-management-llc	https://fintel.io/i/quantitative-investment-management-llc	0.0	-100.0	-100.0	-100.0	MU
79	Micron Technology, Inc.	EC		595112103	US5951121038		MU	NPORT-P	JNL SERIES TRUST - JNL/Mellon MSCI World Index Fund (I)	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-28	2024-12-31	False		7179.0		604184	-133.0	-1.8189277899343546	7312.0	758.0	-20.32		47.03238	337.6455			1.0	0.001	0.1338663185	0.1633791962	-18.064036539800284	-0.0295128777		266.5392					False	NP	02-28	-154000	US5951121038		-0.0295128777	358.2868	jnl-series-trust-jnl-mellon-msci-world-index-fund-i	https://fintel.io/i/jnl-series-trust-jnl-mellon-msci-world-index-fund-i	0.0006423749925088687	-1.8189277899343546	-1.8189277899343546	-20.32	MU
80	Micron Technology Inc	EC		595112103	US5951121038		MU	NPORT-P	HASAX - Horizon Funds - Horizon Active Asset Allocation Fund Advisor Class	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-01-29	2024-11-30	False		15924.0		1559755	9092.0	133.07962529274005	6832.0	657.0	137.29		104.1513	1658.505			1.0	0.001	0.1703036361	0.060214465	182.82844678600065	0.1100891711		-98.74967					False	NP	01-29	902000	US5951121038		0.1100891711	-114.8324	horizon-funds-horizon-active-asset-allocation-fund-advisor-class	https://fintel.io/i/horizon-funds-horizon-active-asset-allocation-fund-advisor-class	0.001424875244562087	133.07962529274005	133.07962529274005	137.29	MU
81	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	LGT Group Foundation									2025-02-06	2024-12-31	False		87356.0		7351880	3615.0	4.316881814165105	83741.0	8361.0	-12.08		88.14572	7700.058				0.001	0.0295296676523978	0.13700278581277844	-78.44593635289165	-0.10747311816038065		-348.1766					False	13F	02-06	-1010000	595112103		-0.10747311816038065	768.2326	lgt-group-foundation	https://fintel.io/i/lgt-group-foundation	0.007816591425770266	4.316881814165105	4.316881814165105	-12.08	MU
82	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Lido Advisors, LLC									2025-02-14	2024-12-31	False		221682.0		18682245	54787.0	32.82722669942179	166895.0	17308.0	7.94		72.77482	16132.87				0.001	0.06490570582225436	0.08629206119045514	-24.78368817845129	-0.02138635536820078		2523.89					False	13F	02-14	1374000	595112103		-0.02138635536820078	5356.983	lido-advisors	https://fintel.io/i/lido-advisors	0.01983604584055593	32.82722669942179	32.82722669942179	7.94	MU
83	MICRON TECHNOLOGY INC	EC		595112103	US5951121038			NPORT-P	FSBDX - FIDELITY SECURITIES FUND - Fidelity Series Blue Chip Growth Fund	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2024-12-27	2024-10-31	False		97400.0		9705910	-164400.0	-62.796027501909855	261800.0	28750.0	-66.24		87.17425	8490.771			1.0	0.001	0.081794363975	0.274671698838	-70.2210441334031	-0.192877334863		1215.139					False	NP	12-27	-19045000	US5951121038		-0.192877334863	951.185	fidelity-securities-fund-fidelity-series-blue-chip-growth-fund	https://fintel.io/i/fidelity-securities-fund-fidelity-series-blue-chip-growth-fund	0.008715325849054717	-62.796027501909855	-62.796027501909855	-66.24	MU
84	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Everhart Financial Group, Inc.									2025-01-30	2024-12-31	False		5356.0		450761	307.0	6.080411962764904	5049.0	523.0	-13.96		86.25528	461.9833				0.001	0.09277374634433021	0.1160057710451871	-20.026611169031792	-0.02323202470085689		-11.22235					False	13F	01-30	-73000	595112103		-0.02323202470085689	57.22734	everhart-financial-group-inc	https://fintel.io/i/everhart-financial-group-inc	0.0004792534419664996	6.080411962764904	6.080411962764904	-13.96	MU
